Année,Transmission,Type de carburant,Type,Secteur,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État,Prix
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Toute la ville,85 000 - 89 999,Volkswagen,Tiguan,5.0,Dédouanée,Oui,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2005,Manuelle,Diesel,"Voitures d'occasion, à vendre",Hay Mohammadi,250 000 - 299 999,BMW,Série 3,5.0,Dédouanée,Non,8 CV,Très bon,PRIX NON SPÉCIFIÉ
2021,Manuelle,Diesel,"Voitures d'occasion, à vendre",Centre,30 000 - 34 999,Ford,Focus,5.0,WW au Maroc,Oui,6 CV,Excellent,208 000 DH
2024,Automatique,Diesel,"Voitures d'occasion, à vendre",Route Ain Chkaf,10 000 - 14 999,Seat,Ateca,5.0,WW au Maroc,Oui,8 CV,Excellent,265 000 DH
2016,Automatique,Diesel,"Voitures d'occasion, à vendre",Aïn Chock,90 000 - 94 999,Jeep,Cherokee,5.0,WW au Maroc,Oui,8 CV,Très bon,225 000 DH
2019,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,100 000 - 109 999,Mercedes-Benz,Classe C,5.0,Importée neuve,Oui,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2010,Automatique,Essence,"Voitures d'occasion, à vendre",Afaq,130 000 - 139 999,Renault,Laguna,5.0,WW au Maroc,Non,11 CV,Excellent,73 000 DH
2011,Automatique,Diesel,"Voitures d'occasion, à vendre",Oulfa,190 000 - 199 999,Nissan,Qashqai,5.0,WW au Maroc,Oui,8 CV,Excellent,109 000 DH
2018,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,110 000 - 119 999,Land Rover,Range Rover,,,,8 CV,,380 000 DH
2023,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,40 000 - 44 999,Peugeot,3008,,,,8 CV,,298 000 DH
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Ain Sebaa,100 000 - 109 999,Dacia,Duster,5.0,WW au Maroc,Non,6 CV,Très bon,193 000 DH
2024,Automatique,Hybride,"Voitures d'occasion, à vendre",Autre secteur,50 000 - 54 999,Toyota,Corolla,,,,10 CV,,270 000 DH
2018,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,110 000 - 119 999,BMW,Série 5,5.0,WW au Maroc,Oui,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2019,Manuelle,Diesel,"Voitures d'occasion, à vendre",Aïn Chock,110 000 - 119 999,Citroen,C3,5.0,WW au Maroc,Oui,7 CV,Excellent,120 000 DH
2013,Manuelle,Diesel,"Voitures d'occasion, à vendre",Aïn Chock,140 000 - 149 999,Nissan,Qashqai,5.0,WW au Maroc,Oui,7 CV,Excellent,130 000 DH
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Ain Sebaa,100 000 - 109 999,Ford,Kuga,3.0,WW au Maroc,Oui,6 CV,Excellent,265 000 DH
2022,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,120 000 - 129 999,Opel,Crossland,5.0,WW au Maroc,Oui,6 CV,Bon,185 000 DH
2017,Automatique,Essence,"Voitures d'occasion, à vendre",El Houda,30 000 - 34 999,Fiat,500,3.0,WW au Maroc,Oui,5 CV,Excellent,PRIX NON SPÉCIFIÉ
2013,Automatique,Diesel,"Voitures d'occasion, à vendre",Ben M'sick,150 000 - 159 999,Land Rover,Range Rover Evoque,5.0,WW au Maroc,Non,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2015,Manuelle,Diesel,"Voitures d'occasion, à vendre",Sidi Moumen,5 000 - 9 999,Peugeot,208,5.0,Dédouanée,Non,6 CV,Bon,79 000 DH
2020,Automatique,Diesel,"Voitures d'occasion, à vendre",Centre,95 000 - 99 999,Dacia,Duster,,WW au Maroc,Non,6 CV,Excellent,185 000 DH
2022,Automatique,Diesel,"Voitures d'occasion, à vendre",Aïn Chock,40 000 - 44 999,Porsche,Macan,5.0,Dédouanée,Oui,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2022,Automatique,Hybride,"Voitures d'occasion, à vendre",Sala El Jadida,40 000 - 44 999,Toyota,C-HR,5.0,WW au Maroc,Oui,10 CV,Excellent,237 000 DH
2023,Manuelle,Diesel,"Voitures d'occasion, à vendre",Centre,30 000 - 34 999,Renault,Express,,WW au Maroc,Oui,6 CV,Excellent,158 000 DH
2011,Automatique,Diesel,"Voitures d'occasion, à vendre",Hay el Fath,200 000 - 249 999,Mercedes-Benz,Classe CLS,,Importée neuve,,12 CV,Neuf,PRIX NON SPÉCIFIÉ
2024,Automatique,Hybride,"Voitures d'occasion, à vendre",Malabata,15 000 - 19 999,Land Rover,Range Rover Sport,5.0,Importée neuve,Oui,17 CV,Excellent,1 800 000 DH
2018,Automatique,Diesel,"Voitures d'occasion, à vendre",Mimosas,120 000 - 129 999,Volkswagen,Golf 7,5.0,Dédouanée,Non,8 CV,Très bon,275 000 DH
2025,Automatique,Essence,"Voitures d'occasion, à vendre",Aïn Chock,0 - 4 999,Audi,A3,5.0,Importée neuve,Oui,11 CV,Neuf,PRIX NON SPÉCIFIÉ
2018,Manuelle,Diesel,"Voitures d'occasion, à vendre",Centre,120 000 - 129 999,Volkswagen,Tiguan,5.0,Dédouanée,Non,9 CV,Très bon,290 000 DH
2008,Manuelle,Diesel,"Voitures d'occasion, à vendre",Autre secteur,25 000 - 29 999,Mercedes-Benz,Classe C,5.0,Dédouanée,Non,12 CV,Très bon,115 000 DH
2017,Automatique,Diesel,"Voitures d'occasion, à vendre",Centre,120 000 - 129 999,Volkswagen,Coccinelle,5.0,WW au Maroc,Oui,8 CV,Neuf,197 000 DH
2009,Manuelle,Diesel,"Voitures d'occasion, à vendre",Hay Essalam,300 000 - 349 999,Mercedes-Benz,220,5.0,Dédouanée,Non,9 CV,Excellent,127 000 DH
2020,Manuelle,Diesel,"Voitures d'occasion, à vendre",Route de Sefrou,160 000 - 169 999,Renault,Clio,5.0,WW au Maroc,Oui,6 CV,Excellent,115 000 DH
2019,Manuelle,Diesel,"Voitures d'occasion, à vendre",Almaz,190 000 - 199 999,Mercedes-Benz,Vito,5.0,WW au Maroc,Oui,9 CV,Excellent,PRIX NON SPÉCIFIÉ
2025,Automatique,Essence,"Voitures d'occasion, à vendre",Aïn Chock,0 - 4 999,Mercedes-Benz,Classe C,5.0,Importée neuve,,17 CV,Neuf,PRIX NON SPÉCIFIÉ
2015,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,160 000 - 169 999,BMW,X5,,,,12 CV,,270 000 DH
2012,Automatique,Essence,"Voitures d'occasion, à vendre",Toute la ville,130 000 - 139 999,Suzuki,Celerio,5.0,,Non,6 CV,Très bon,68 000 DH
2012,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,200 000 - 249 999,BMW,Série 3,5.0,WW au Maroc,Oui,8 CV,Excellent,150 000 DH
2022,Automatique,Essence,"Voitures d'occasion, à vendre",Route Ain Chkaf,65 000 - 69 999,Hyundai,i10,5.0,WW au Maroc,Oui,6 CV,Excellent,135 000 DH
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Bettana,55 000 - 59 999,BMW,X3,5.0,WW au Maroc,Oui,8 CV,Neuf,440 000 DH
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,110 000 - 119 999,BMW,Série 1,,,,6 CV,,279 000 DH
2019,Manuelle,Diesel,"Voitures d'occasion, à vendre",Sidi Bernoussi,130 000 - 139 999,Dacia,Logan,5.0,WW au Maroc,Oui,6 CV,Neuf,114 000 DH
2017,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,90 000 - 94 999,Mercedes-Benz,Classe E,,,,8 CV,,510 000 DH
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Toute la ville,85 000 - 89 999,Volkswagen,Tiguan,5.0,Dédouanée,Oui,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2005,Manuelle,Diesel,"Voitures d'occasion, à vendre",Hay Mohammadi,250 000 - 299 999,BMW,Série 3,5.0,Dédouanée,Non,8 CV,Très bon,PRIX NON SPÉCIFIÉ
2021,Manuelle,Diesel,"Voitures d'occasion, à vendre",Centre,30 000 - 34 999,Ford,Focus,5.0,WW au Maroc,Oui,6 CV,Excellent,208 000 DH
2024,Automatique,Diesel,"Voitures d'occasion, à vendre",Route Ain Chkaf,10 000 - 14 999,Seat,Ateca,5.0,WW au Maroc,Oui,8 CV,Excellent,265 000 DH
2016,Automatique,Diesel,"Voitures d'occasion, à vendre",Aïn Chock,90 000 - 94 999,Jeep,Cherokee,5.0,WW au Maroc,Oui,8 CV,Très bon,225 000 DH
2019,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,100 000 - 109 999,Mercedes-Benz,Classe C,5.0,Importée neuve,Oui,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2010,Automatique,Essence,"Voitures d'occasion, à vendre",Afaq,130 000 - 139 999,Renault,Laguna,5.0,WW au Maroc,Non,11 CV,Excellent,73 000 DH
2011,Automatique,Diesel,"Voitures d'occasion, à vendre",Oulfa,190 000 - 199 999,Nissan,Qashqai,5.0,WW au Maroc,Oui,8 CV,Excellent,109 000 DH
2018,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,110 000 - 119 999,Land Rover,Range Rover,,,,8 CV,,380 000 DH
2023,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,40 000 - 44 999,Peugeot,3008,,,,8 CV,,298 000 DH
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Ain Sebaa,100 000 - 109 999,Dacia,Duster,5.0,WW au Maroc,Non,6 CV,Très bon,193 000 DH
2024,Automatique,Hybride,"Voitures d'occasion, à vendre",Autre secteur,50 000 - 54 999,Toyota,Corolla,,,,10 CV,,270 000 DH
2018,Automatique,Diesel,"Voitures d'occasion, à vendre",Mimosas,120 000 - 129 999,Volkswagen,Golf 7,5.0,Dédouanée,Non,8 CV,Très bon,275 000 DH
2025,Automatique,Essence,"Voitures d'occasion, à vendre",Aïn Chock,0 - 4 999,Audi,A3,5.0,Importée neuve,Oui,11 CV,Neuf,PRIX NON SPÉCIFIÉ
2018,Manuelle,Diesel,"Voitures d'occasion, à vendre",Centre,120 000 - 129 999,Volkswagen,Tiguan,5.0,Dédouanée,Non,9 CV,Très bon,290 000 DH
2008,Manuelle,Diesel,"Voitures d'occasion, à vendre",Autre secteur,25 000 - 29 999,Mercedes-Benz,Classe C,5.0,Dédouanée,Non,12 CV,Très bon,115 000 DH
2017,Automatique,Diesel,"Voitures d'occasion, à vendre",Centre,120 000 - 129 999,Volkswagen,Coccinelle,5.0,WW au Maroc,Oui,8 CV,Neuf,197 000 DH
2009,Manuelle,Diesel,"Voitures d'occasion, à vendre",Hay Essalam,300 000 - 349 999,Mercedes-Benz,220,5.0,Dédouanée,Non,9 CV,Excellent,127 000 DH
2020,Manuelle,Diesel,"Voitures d'occasion, à vendre",Route de Sefrou,160 000 - 169 999,Renault,Clio,5.0,WW au Maroc,Oui,6 CV,Excellent,115 000 DH
2019,Manuelle,Diesel,"Voitures d'occasion, à vendre",Almaz,190 000 - 199 999,Mercedes-Benz,Vito,5.0,WW au Maroc,Oui,9 CV,Excellent,PRIX NON SPÉCIFIÉ
2025,Automatique,Essence,"Voitures d'occasion, à vendre",Aïn Chock,0 - 4 999,Mercedes-Benz,Classe C,5.0,Importée neuve,,17 CV,Neuf,PRIX NON SPÉCIFIÉ
2015,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,160 000 - 169 999,BMW,X5,,,,12 CV,,270 000 DH
2012,Automatique,Essence,"Voitures d'occasion, à vendre",Toute la ville,130 000 - 139 999,Suzuki,Celerio,5.0,,Non,6 CV,Très bon,68 000 DH
2012,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,200 000 - 249 999,BMW,Série 3,5.0,WW au Maroc,Oui,8 CV,Excellent,150 000 DH
2022,Automatique,Essence,"Voitures d'occasion, à vendre",Route Ain Chkaf,65 000 - 69 999,Hyundai,i10,5.0,WW au Maroc,Oui,6 CV,Excellent,135 000 DH
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Bettana,55 000 - 59 999,BMW,X3,5.0,WW au Maroc,Oui,8 CV,Neuf,440 000 DH
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,110 000 - 119 999,BMW,Série 1,,,,6 CV,,279 000 DH
2019,Manuelle,Diesel,"Voitures d'occasion, à vendre",Sidi Bernoussi,130 000 - 139 999,Dacia,Logan,5.0,WW au Maroc,Oui,6 CV,Neuf,114 000 DH
2017,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,90 000 - 94 999,Mercedes-Benz,Classe E,,,,8 CV,,510 000 DH
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Toute la ville,85 000 - 89 999,Volkswagen,Tiguan,5.0,Dédouanée,Oui,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2005,Manuelle,Diesel,"Voitures d'occasion, à vendre",Hay Mohammadi,250 000 - 299 999,BMW,Série 3,5.0,Dédouanée,Non,8 CV,Très bon,PRIX NON SPÉCIFIÉ
2021,Manuelle,Diesel,"Voitures d'occasion, à vendre",Centre,30 000 - 34 999,Ford,Focus,5.0,WW au Maroc,Oui,6 CV,Excellent,208 000 DH
2024,Automatique,Diesel,"Voitures d'occasion, à vendre",Route Ain Chkaf,10 000 - 14 999,Seat,Ateca,5.0,WW au Maroc,Oui,8 CV,Excellent,265 000 DH
2016,Automatique,Diesel,"Voitures d'occasion, à vendre",Aïn Chock,90 000 - 94 999,Jeep,Cherokee,5.0,WW au Maroc,Oui,8 CV,Très bon,225 000 DH
2019,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,100 000 - 109 999,Mercedes-Benz,Classe C,5.0,Importée neuve,Oui,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2010,Automatique,Essence,"Voitures d'occasion, à vendre",Afaq,130 000 - 139 999,Renault,Laguna,5.0,WW au Maroc,Non,11 CV,Excellent,73 000 DH
2011,Automatique,Diesel,"Voitures d'occasion, à vendre",Oulfa,190 000 - 199 999,Nissan,Qashqai,5.0,WW au Maroc,Oui,8 CV,Excellent,109 000 DH
2018,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,110 000 - 119 999,Land Rover,Range Rover,,,,8 CV,,380 000 DH
2023,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,40 000 - 44 999,Peugeot,3008,,,,8 CV,,298 000 DH
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Ain Sebaa,100 000 - 109 999,Dacia,Duster,5.0,WW au Maroc,Non,6 CV,Très bon,193 000 DH
2024,Automatique,Hybride,"Voitures d'occasion, à vendre",Autre secteur,50 000 - 54 999,Toyota,Corolla,,,,10 CV,,270 000 DH
2018,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,110 000 - 119 999,BMW,Série 5,5.0,WW au Maroc,Oui,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2019,Manuelle,Diesel,"Voitures d'occasion, à vendre",Aïn Chock,110 000 - 119 999,Citroen,C3,5.0,WW au Maroc,Oui,7 CV,Excellent,120 000 DH
2013,Manuelle,Diesel,"Voitures d'occasion, à vendre",Aïn Chock,140 000 - 149 999,Nissan,Qashqai,5.0,WW au Maroc,Oui,7 CV,Excellent,130 000 DH
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Ain Sebaa,100 000 - 109 999,Ford,Kuga,3.0,WW au Maroc,Oui,6 CV,Excellent,265 000 DH
2022,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,120 000 - 129 999,Opel,Crossland,5.0,WW au Maroc,Oui,6 CV,Bon,185 000 DH
2017,Automatique,Essence,"Voitures d'occasion, à vendre",El Houda,30 000 - 34 999,Fiat,500,3.0,WW au Maroc,Oui,5 CV,Excellent,PRIX NON SPÉCIFIÉ
2013,Automatique,Diesel,"Voitures d'occasion, à vendre",Ben M'sick,150 000 - 159 999,Land Rover,Range Rover Evoque,5.0,WW au Maroc,Non,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2015,Manuelle,Diesel,"Voitures d'occasion, à vendre",Sidi Moumen,5 000 - 9 999,Peugeot,208,5.0,Dédouanée,Non,6 CV,Bon,79 000 DH
2018,Automatique,Diesel,"Voitures d'occasion, à vendre",Hay Riad,120 000 - 129 999,BMW,X1,5.0,WW au Maroc,Oui,8 CV,Très bon,240 000 DH
2024,Manuelle,Diesel,"Voitures d'occasion, à vendre",Autre secteur,0 - 4 999,Dacia,Sandero,5.0,WW au Maroc,Oui,6 CV,Bon,167 000 DH
2018,Automatique,Diesel,"Voitures d'occasion, à vendre",Harhoura,190 000 - 199 999,BMW,Série 1,5.0,,Oui,6 CV,Excellent,PRIX NON SPÉCIFIÉ
2019,Manuelle,Diesel,"Voitures d'occasion, à vendre",Sidi Maarouf,150 000 - 159 999,Seat,Leon,5.0,WW au Maroc,Non,6 CV,Très bon,155 000 DH
2019,Automatique,Diesel,"Voitures d'occasion, à vendre",2 Mars,130 000 - 139 999,Mercedes-Benz,Classe C,5.0,Dédouanée,Oui,8 CV,Très bon,390 000 DH
2018,Automatique,Diesel,"Voitures d'occasion, à vendre",Bir Rami,170 000 - 179 999,Audi,Q5,5.0,WW au Maroc,Oui,8 CV,Excellent,349 000 DH
2018,Manuelle,Diesel,"Voitures d'occasion, à vendre",Centre,140 000 - 149 999,Nissan,Qashqai,5.0,WW au Maroc,Non,6 CV,Excellent,PRIX NON SPÉCIFIÉ
2017,Automatique,Diesel,"Voitures d'occasion, à vendre",El Houda,75 000 - 79 999,Peugeot,3008,5.0,WW au Maroc,Oui,8 CV,Très bon,PRIX NON SPÉCIFIÉ
2022,Manuelle,Diesel,"Voitures d'occasion, à vendre",Autre secteur,45 000 - 49 999,Dacia,Sandero,,,,6 CV,,135 000 DH
2013,Automatique,Diesel,"Voitures d'occasion, à vendre",Ain Mezouar,170 000 - 179 999,DS,DS4,5.0,WW au Maroc,Non,6 CV,Excellent,115 000 DH
2019,Automatique,Diesel,"Voitures d'occasion, à vendre",Aïn Borja,130 000 - 139 999,Mercedes-Benz,Vito,5.0,Dédouanée,,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2019,Automatique,Diesel,"Voitures d'occasion, à vendre",Wifak,120 000 - 129 999,Peugeot,3008,5.0,WW au Maroc,Oui,8 CV,Très bon,207 000 DH
2021,Manuelle,Diesel,"Voitures d'occasion, à vendre",Oued Fès,110 000 - 119 999,Dacia,Logan,5.0,WW au Maroc,Oui,6 CV,Excellent,128 000 DH
2006,Manuelle,Essence,"Voitures d'occasion, à vendre",Hay Mohammadi,250 000 - 299 999,Renault,Clio,5.0,WW au Maroc,Non,6 CV,Excellent,53 000 DH
2018,Manuelle,Diesel,"Voitures d'occasion, à vendre",Autre secteur,160 000 - 169 999,Nissan,Qashqai,5.0,WW au Maroc,Non,6 CV,Bon,201 000 DH
2018,Manuelle,Essence,"Voitures d'occasion, à vendre",2 Mars,60 000 - 64 999,Fiat,500,3.0,WW au Maroc,Non,6 CV,Excellent,105 000 DH
2007,Manuelle,Essence,"Voitures d'occasion, à vendre",Bouskoura centre,90 000 - 94 999,Kia,Picanto,5.0,WW au Maroc,Non,6 CV,Bon,48 000 DH
2000,Manuelle,Diesel,"Voitures d'occasion, à vendre",Hay Mohammadi,300 000 - 349 999,Land Rover,Freelander,5.0,WW au Maroc,Non,8 CV,Excellent,35 000 DH
2006,Manuelle,Essence,"Voitures d'occasion, à vendre",Sidi Bernoussi,190 000 - 199 999,Kia,Picanto,5.0,,,6 CV,Très bon,50 000 DH
2021,Manuelle,Diesel,"Voitures d'occasion, à vendre",Toute la ville,100 000 - 109 999,Citroen,C3,5.0,WW au Maroc,Oui,6 CV,Excellent,PRIX NON SPÉCIFIÉ
2019,Manuelle,Diesel,"Voitures d'occasion, à vendre",Ain Sebaa,150 000 - 159 999,Dacia,Duster,5.0,WW au Maroc,Non,6 CV,Très bon,155 998 DH
2017,Automatique,Diesel,"Voitures d'occasion, à vendre",Route Ain Chkaf,180 000 - 189 999,Land Rover,Range Rover Sport,5.0,WW au Maroc,Oui,12 CV,Excellent,350 000 DH
2019,Manuelle,Diesel,"Voitures d'occasion, à vendre",Autre secteur,90 000 - 94 999,Renault,Clio,,,,6 CV,,120 000 DH
2019,Manuelle,Diesel,"Voitures d'occasion, à vendre",Route Ain Chkaf,70 000 - 74 999,Dacia,Sandero,5.0,WW au Maroc,Oui,6 CV,Excellent,PRIX NON SPÉCIFIÉ
2011,Manuelle,Diesel,"Voitures d'occasion, à vendre",Hay Riad,130 000 - 139 999,BMW,X1,5.0,WW au Maroc,Oui,8 CV,Bon,PRIX NON SPÉCIFIÉ
2022,Automatique,Diesel,"Voitures d'occasion, à vendre",Oulfa,80 000 - 84 999,Renault,Talisman,5.0,WW au Maroc,Oui,8 CV,Excellent,230 000 DH
2019,Automatique,Diesel,"Voitures d'occasion, à vendre",Oulfa,130 000 - 139 999,Renault,Clio,5.0,WW au Maroc,,6 CV,,122 000 DH
2007,Manuelle,Diesel,"Voitures d'occasion, à vendre",Autre secteur,190 000 - 199 999,Mercedes-Benz,220,,Dédouanée,,8 CV,,110 000 DH
2020,Manuelle,Diesel,"Voitures d'occasion, à vendre",Californie,70 000 - 74 999,Opel,Crossland,5.0,WW au Maroc,Oui,6 CV,Excellent,160 000 DH
2010,Manuelle,Diesel,"Voitures d'occasion, à vendre",Autre secteur,250 000 - 299 999,Renault,Megane,5.0,WW au Maroc,Non,7 CV,Très bon,95 000 DH
1991,Manuelle,Diesel,"Voitures d'occasion, à vendre",Abbadi,130 000 - 139 999,Mercedes-Benz,190,5.0,Dédouanée,Non,8 CV,Excellent,57 000 DH
2018,Automatique,Diesel,"Voitures d'occasion, à vendre",Route Ain Chkaf,140 000 - 149 999,Volkswagen,Golf 7,5.0,Dédouanée,Oui,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2022,Automatique,Essence,"Voitures d'occasion, à vendre",Route de Sefrou,80 000 - 84 999,Fiat,500,5.0,WW au Maroc,Non,6 CV,Excellent,142 000 DH
2019,Automatique,Diesel,"Voitures d'occasion, à vendre",El Houda,45 000 - 49 999,Mercedes-Benz,Classe E,5.0,WW au Maroc,Oui,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Ain Sebaa,120 000 - 129 999,Dacia,Duster,5.0,WW au Maroc,Oui,6 CV,Très bon,192 998 DH
2019,Manuelle,Diesel,"Voitures d'occasion, à vendre",Jerifat,50 000 - 54 999,Dacia,Logan,5.0,WW au Maroc,Oui,6 CV,Neuf,117 000 DH
2012,Manuelle,Essence,"Voitures d'occasion, à vendre",Riad Oulad Mtaa,120 000 - 129 999,Mini,CountryMan,5.0,WW au Maroc,Non,8 CV,Neuf,103 000 DH
2020,Manuelle,Diesel,"Voitures d'occasion, à vendre",Guich Oudaya,80 000 - 84 999,Dacia,Sandero,5.0,WW au Maroc,Oui,6 CV,Très bon,PRIX NON SPÉCIFIÉ
2020,Automatique,Diesel,"Voitures d'occasion, à vendre",Ain Sebaa,80 000 - 84 999,Volkswagen,Golf 7,5.0,WW au Maroc,Non,8 CV,Très bon,215 000 DH
2005,Manuelle,Diesel,"Voitures d'occasion, à vendre",Hay Mohammadi,200 000 - 249 999,Hyundai,Accent,5.0,WW au Maroc,Non,6 CV,Excellent,45 000 DH
2020,Automatique,Diesel,"Voitures d'occasion, à vendre",Agdal,70 000 - 74 999,Mercedes-Benz,Classe A,5.0,WW au Maroc,Oui,8 CV,Excellent,285 000 DH
2012,Manuelle,Diesel,"Voitures d'occasion, à vendre",Al Madina Aljadida,180 000 - 189 999,Volkswagen,Passat,5.0,WW au Maroc,Non,8 CV,Excellent,120 000 DH
2020,Automatique,Diesel,"Voitures d'occasion, à vendre",Centre,95 000 - 99 999,Dacia,Duster,,WW au Maroc,Non,6 CV,Excellent,185 000 DH
2022,Automatique,Diesel,"Voitures d'occasion, à vendre",Aïn Chock,40 000 - 44 999,Porsche,Macan,5.0,Dédouanée,Oui,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2022,Automatique,Hybride,"Voitures d'occasion, à vendre",Sala El Jadida,40 000 - 44 999,Toyota,C-HR,5.0,WW au Maroc,Oui,10 CV,Excellent,237 000 DH
2023,Manuelle,Diesel,"Voitures d'occasion, à vendre",Centre,30 000 - 34 999,Renault,Express,,WW au Maroc,Oui,6 CV,Excellent,158 000 DH
2011,Automatique,Diesel,"Voitures d'occasion, à vendre",Hay el Fath,200 000 - 249 999,Mercedes-Benz,Classe CLS,,Importée neuve,,12 CV,Neuf,PRIX NON SPÉCIFIÉ
2024,Automatique,Hybride,"Voitures d'occasion, à vendre",Malabata,15 000 - 19 999,Land Rover,Range Rover Sport,5.0,Importée neuve,Oui,17 CV,Excellent,1 800 000 DH
2018,Automatique,Diesel,"Voitures d'occasion, à vendre",Mimosas,120 000 - 129 999,Volkswagen,Golf 7,5.0,Dédouanée,Non,8 CV,Très bon,275 000 DH
2025,Automatique,Essence,"Voitures d'occasion, à vendre",Aïn Chock,0 - 4 999,Audi,A3,5.0,Importée neuve,Oui,11 CV,Neuf,PRIX NON SPÉCIFIÉ
2018,Manuelle,Diesel,"Voitures d'occasion, à vendre",Centre,120 000 - 129 999,Volkswagen,Tiguan,5.0,Dédouanée,Non,9 CV,Très bon,290 000 DH
2008,Manuelle,Diesel,"Voitures d'occasion, à vendre",Autre secteur,25 000 - 29 999,Mercedes-Benz,Classe C,5.0,Dédouanée,Non,12 CV,Très bon,115 000 DH
2017,Automatique,Diesel,"Voitures d'occasion, à vendre",Centre,120 000 - 129 999,Volkswagen,Coccinelle,5.0,WW au Maroc,Oui,8 CV,Neuf,197 000 DH
2009,Manuelle,Diesel,"Voitures d'occasion, à vendre",Hay Essalam,300 000 - 349 999,Mercedes-Benz,220,5.0,Dédouanée,Non,9 CV,Excellent,127 000 DH
2020,Manuelle,Diesel,"Voitures d'occasion, à vendre",Route de Sefrou,160 000 - 169 999,Renault,Clio,5.0,WW au Maroc,Oui,6 CV,Excellent,115 000 DH
2019,Manuelle,Diesel,"Voitures d'occasion, à vendre",Almaz,190 000 - 199 999,Mercedes-Benz,Vito,5.0,WW au Maroc,Oui,9 CV,Excellent,PRIX NON SPÉCIFIÉ
2025,Automatique,Essence,"Voitures d'occasion, à vendre",Aïn Chock,0 - 4 999,Mercedes-Benz,Classe C,5.0,Importée neuve,,17 CV,Neuf,PRIX NON SPÉCIFIÉ
2015,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,160 000 - 169 999,BMW,X5,,,,12 CV,,270 000 DH
2012,Automatique,Essence,"Voitures d'occasion, à vendre",Toute la ville,130 000 - 139 999,Suzuki,Celerio,5.0,,Non,6 CV,Très bon,68 000 DH
2012,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,200 000 - 249 999,BMW,Série 3,5.0,WW au Maroc,Oui,8 CV,Excellent,150 000 DH
2022,Automatique,Essence,"Voitures d'occasion, à vendre",Route Ain Chkaf,65 000 - 69 999,Hyundai,i10,5.0,WW au Maroc,Oui,6 CV,Excellent,135 000 DH
